observed,predicted
10.181818008422844,3.0857494999999977
7.363636493682847,1.5100439899999936
8.454545021057129,3.323984250000012
9.363636016845703,17.62099873
9.181818008422852,13.067286499999998
10.399999618530273,9.376111000000005
10.636363983154293,12.5284327
12.0,12.27622604
16.000000000000007,13.191875999999997
28.636363983154308,8.33332019999999
42.54545593261719,15.764176499999998
50.36363601684571,31.387177170000005
49.45454406738281,47.51558594
54.181819915771484,58.45421970000001
65.81818389892578,62.633682789999995
86.45454406738281,114.78379896999999
139.18182373046875,137.7197662
225.27272033691406,176.67904314999998
289.5454406738281,272.82397995
282.2727355957031,306.8530820599999
252.72727966308594,284.19753785
204.72727966308594,236.11247120000002
244.90908813476562,239.30515069999998
270.18182373046875,255.6678775
225.5454559326172,231.82264455999996
145.27272033691406,196.25659735000002
112.0,125.99862384999999
89.0,86.16975955
46.18181991577148,44.60332845
17.54545402526855,29.89229011
14.363636016845707,25.096626870000005
13.30000019073487,19.723707939999993
16.090909957885742,14.99705255999999
13.363636016845703,9.259914969999999
10.818181991577148,3.7564643999999863
11.727272987365705,4.533004799999995
11.363636016845703,2.5472968299999987
11.999999999999993,2.8146603400000068
15.454545021057129,10.577565940000003
19.36363601684571,14.764462009999992
20.09090995788575,18.84365159
33.400001525878935,25.153577936000005
40.00000000000001,37.97338764999999
52.27272796630859,49.072303899999994
61.7272720336914,55.1863484
82.2727279663086,73.99494167000002
79.81818389892577,85.70319993000001
86.09091186523438,82.96240588
74.81818389892578,74.43820835
67.90908813476562,67.00500594500001
71.90908813476562,65.45657779999999
71.7272720336914,68.4230278
77.27272796630861,73.64384596000001
82.2727279663086,73.33774820000001
88.09091186523438,79.01295546
95.36363983154297,87.05125946
92.54545593261719,88.13786899
98.2727279663086,88.86081572
100.90908813476564,91.54612904
91.90908813476564,88.73480364999999
87.7272720336914,83.08043421
87.09091186523438,80.041388049
89.0,82.37849059999999
99.00000000000001,90.78648072
101.09091186523438,96.41679372
105.7272720336914,99.36448323
105.7272720336914,101.22115980000001
108.09091186523438,103.99442307000001
108.7272720336914,106.479825
110.63636016845703,108.54920804000001
111.90908813476562,107.85948152
113.0,109.63478818
112.0,108.97042624999999
112.72727203369143,107.74946336999999
109.54545593261719,106.61482002300001
110.45454406738281,104.55995549999999
114.2727279663086,106.31139419999998
118.2727279663086,113.56585469
123.18181610107422,118.52719193
126.7272720336914,118.83709393
125.7272720336914,118.59091054
125.5999984741211,122.02162867000001
127.09091186523438,123.70364849999999
126.90908813476562,121.36433823
121.09091186523438,121.14506962
120.2727279663086,120.45888623999997
120.45454406738281,124.01931318
131.18182373046875,127.44776237999999
141.10000610351562,133.79578189
146.4545440673828,138.20911080000002
147.39999389648438,143.02995296
159.5454559326172,149.394557453
139.5454559326172,145.13485105
118.81818389892578,124.91109394
109.81818389892578,108.13920494999999
101.54545593261717,100.16553506000002
103.81818389892578,105.82547090000001
108.54545593261719,106.74767905999998
105.69999694824219,103.81016583999998
112.7272720336914,104.64489791999999
119.0,112.278399245
127.09091186523438,124.79509963000001
127.18181610107422,129.08651706999999
133.63636779785156,131.17209766
141.81817626953125,143.086016836
153.5454559326172,155.0247383
163.36363220214844,162.135527895
174.10000610351562,171.59026984500002
177.63636779785156,177.335881694
181.90908813476562,182.06622286799998
184.81817626953125,185.22136148999996
176.0,182.90611685000005
156.90908813476562,166.143695479
151.90908813476562,154.26630855099998
151.4545440673828,155.82501245199998
156.90908813476562,163.713333135
157.36363220214844,159.60890759099996
158.4545440673828,159.81259200200003
122.81818389892578,141.85665616
89.18181610107422,101.16565963000001
60.45454406738281,69.93288786
39.45454406738282,50.145363927000005
22.545454025268555,35.83394354000001
12.45454502105714,26.446537863999996
9.5,22.605316509999998
9.181818008422852,17.740239470000002
11.363636016845703,14.757790350000004
9.909090995788574,15.87934424
28.181818008422855,25.735440970000006
15.399999618530273,30.462921850000004
16.299999237060547,24.832143610000003
22.909090042114254,26.169138029999996
21.27272796630859,28.835797193999998
28.727272033691406,37.14625061999999
38.27272796630859,42.65914143999999
41.0,45.96930924
52.27272796630859,52.803600640000006
55.727272033691406,62.95303979
59.727272033691406,62.64893728
59.09090805053711,57.388251180000005
54.72727203369139,53.37335893
40.9090919494629,43.87715485
31.545454025268555,31.25700399
22.27272796630859,25.545843570000017
22.09090995788574,27.75828233
27.99999999999999,32.64772968000001
39.400001525878906,41.67290371000001
43.81818008422852,50.017089979999994
60.818180084228516,58.619355580000004
57.09090805053711,66.12377526000002
55.400001525878906,60.720460470000006
47.63636398315429,49.52798614
51.72727203369141,53.039916650000016
53.5454559326172,54.27043393740001
41.099998474121094,47.113511679999995
34.3636360168457,39.65261055
30.454545974731452,35.999590686000005
31.00000000000001,34.39891524
25.36363601684571,28.280088219999996
16.600000381469734,20.53380865
11.272727012634277,16.097619119999997
10.545454978942871,16.97622504
13.363636016845696,16.313367313999997
9.181818008422859,14.292129499999998
10.0,12.367673240000004
8.818181991577141,9.920991509999997
6.181818008422852,8.46800797
8.545454978942878,8.802742353000005
7.636363506317139,9.220180929999998
10.090909004211426,11.084273119999999
8.090909004211426,11.505118649999996
12.090909004211426,13.919516669999997
15.777777671813958,16.66639792
19.181818008422844,19.595918450000003
20.29999923706054,22.458187839999997
26.799999237060547,26.751833069999996
22.799999237060554,28.2093754
18.70000076293944,23.469832329000003
17.29999923706054,20.32200871
21.5,20.407740820000008
22.600000381469734,23.61260211
24.36363601684571,26.557989899999995
23.545454025268555,24.471887780000007
25.454545974731445,24.870158479999997
24.45454597473143,24.86238818999999
28.81818199157715,27.25553710999999
28.2727279663086,30.061719430000004
25.818181991577156,29.027463279999985
27.727272033691413,28.70662713930001
29.454545974731445,28.985969450000006
25.7272720336914,27.311636890000003
25.272727966308587,24.943753419999993
21.0,23.58251106
22.81818199157715,25.743990580000002
19.363636016845703,23.7361807
20.636363983154297,25.615916169999995
27.700000762939453,30.701522029999996
39.818180084228516,36.4661902
43.45454406738281,37.59413042
39.818180084228516,36.05868980000001
31.299999237060547,28.764836040000006
16.363636016845696,23.25319686000001
12.545454978942871,11.760336169999999
11.899999618530266,6.497601150000008
5.818181991577148,0.1892582500000053
5.636363506317139,2.3787017600000127
49.363636016845696,25.757723699999996
64.90908813476562,50.000434459000004
52.5,59.691204709999994
46.6363639831543,50.75455709999999
37.36363601684571,39.364180000000005
34.999999999999986,35.8525003
29.545454025268555,27.587726300000007
28.09090995788575,23.480937950000005
25.18181800842285,22.296652859999995
22.363636016845696,22.22985063
24.79999923706054,22.93745974
21.272727966308594,18.42994614
16.81818199157715,17.189293400000007
20.909090042114244,16.984961870000006
16.18181800842285,16.612342
19.999999999999993,17.11006287399999
24.0,21.247295439999988
27.700000762939453,25.878346960000002
32.29999923706055,29.710684649999997
