pm25_Daily
58.0
87.0
10.0
21.0
12.0
12.0
55.0
24.0
46.0
59.0
75.0
48.0
26.0
9.0
40.0
107.0
73.0
12.0
15.0
53.0
67.0
109.0
126.0
29.0
5.0
10.0
19.0
35.0
14.0
46.0
38.0
68.0
67.0
53.0
93.0
75.0
37.0
34.0
66.0
106.0
149.0
166.0
47.0
7.0
17.0
56.0
63.0
50.0
7.0
33.0
98.0
151.0
86.0
18.0
50.0
9.0
16.0
53.0
26.0
9.0
14.0
55.0
24.0
34.0
86.0
101.0
119.0
7.0
6.0
18.0
39.0
10.0
67.0
39.0
12.0
22.0
67.0
144.0
52.0
5.0
22.0
23.0
8.0
20.0
33.0
6.0
5.0
12.0
31.0
70.0
35.0
7.0
24.0
13.0
34.0
21.0
51.0
36.0
30.0
14.0
28.0
22.0
75.0
105.0
172.0
116.0
29.0
35.0
27.0
10.0
14.0
30.0
14.0
37.0
12.0
6.0
5.0
10.0
55.0
98.0
136.0
29.0
45.0
43.0
56.0
80.0
30.0
35.0
23.0
8.0
15.0
8.0
24.0
78.0
13.0
8.0
10.0
19.0
30.0
7.0
7.0
17.0
6.0
41.0
32.0
48.0
41.0
9.0
8.0
10.0
55.0
14.0
37.0
75.0
78.0
113.0
140.0
47.0
32.0
15.0
20.0
30.0
54.0
120.0
169.0
92.0
14.0
73.0
167.0
61.0
47.0
45.0
44.0
42.0
101.0
123.0
60.0
141.0
238.0
242.0
26.0
31.0
58.0
102.0
73.0
22.0
56.0
85.0
110.0
85.0
53.0
117.0
194.0
154.0
44.0
39.0
96.0
173.0
229.0
12.0
21.0
48.0
48.0
16.0
15.0
38.0
83.0
53.0
17.0
30.0
37.0
28.0
22.0
68.0
97.0
107.0
123.0
123.0
72.0
9.0
15.0
17.0
30.0
88.0
41.0
86.0
151.0
28.0
40.0
15.0
13.0
57.0
78.0
59.0
55.0
27.0
43.0
89.0
78.0
139.0
44.0
118.0
67.0
111.0
43.0
21.0
36.0
36.0
60.0
42.0
56.0
49.0
60.0
99.0
42.0
64.0
12.0
12.0
26.0
26.0
47.0
53.0
28.0
38.0
48.0
23.0
13.0
20.0
31.0
63.0
84.0
46.0
21.0
80.0
77.0
45.0
80.0
49.0
38.0
25.0
56.0
55.0
54.0
76.0
124.0
25.0
8.0
17.0
31.0
46.0
42.0
53.0
57.0
69.0
33.0
51.0
50.0
77.0
32.0
28.0
30.0
41.0
49.0
58.0
26.0
17.0
78.0
67.0
83.0
68.0
42.0
52.0
16.0
9.0
10.0
45.0
53.0
71.0
71.0
61.0
55.0
83.0
53.0
63.0
35.0
36.0
58.0
19.0
24.0
30.0
40.0
53.0
46.0
22.0
12.0
12.0
32.0
13.0
20.0
22.0
12.0
17.0
15.0
34.0
59.0
6.0
14.0
40.0
16.0
6.0
10.0
7.0
4.0
6.0
22.0
41.0
43.0
42.0
79.0
97.0
17.0
6.0
11.0
18.0
25.0
41.0
16.0
5.0
5.0
6.0
21.0
32.0
62.0
52.0
6.0
5.0
7.0
10.0
11.0
41.0
78.0
9.0
9.0
9.0
3.0
5.0
9.0
33.0
80.0
136.0
152.0
60.0
32.0
28.0
41.0
63.0
108.0
121.0
13.0
40.0
80.0
4.0
9.0
4.0
4.0
10.0
21.0
43.0
113.0
160.0
81.0
18.0
14.0
26.0
66.0
34.0
12.0
44.0
94.0
175.0
223.0
65.0
12.0
41.0
31.0
43.0
39.0
19.0
26.0
67.0
87.0
87.0
204.0
56.0
54.0
56.0
87.0
126.0
182.0
66.0
15.0
36.0
9.0
5.0
8.0
38.0
56.0
22.0
27.0
13.0
45.0
88.0
66.0
26.0
26.0
31.0
53.0
60.0
8.0
9.0
13.0
36.0
