pm25_Daily
44.0
110.0
46.0
116.0
89.0
139.0
110.0
15.0
26.0
63.0
109.0
23.0
82.0
82.0
122.0
343.0
169.0
77.0
115.0
7.0
35.0
117.0
147.0
22.0
52.0
89.0
40.0
118.0
67.0
143.0
135.0
63.0
5.0
26.0
87.0
119.0
94.0
72.0
8.0
23.0
100.0
111.0
190.0
265.0
387.0
296.0
104.0
70.0
66.0
161.0
257.0
262.0
212.0
259.0
353.0
315.0
15.0
77.0
38.0
134.0
217.0
59.0
19.0
15.0
44.0
146.0
94.0
80.0
158.0
10.0
20.0
20.0
93.0
113.0
82.0
36.0
46.0
10.0
24.0
46.0
126.0
191.0
272.0
249.0
127.0
39.0
31.0
132.0
105.0
99.0
22.0
31.0
21.0
52.0
97.0
173.0
121.0
86.0
59.0
99.0
151.0
234.0
91.0
51.0
91.0
138.0
61.0
59.0
48.0
57.0
112.0
115.0
129.0
37.0
50.0
61.0
89.0
102.0
121.0
22.0
36.0
25.0
23.0
73.0
62.0
74.0
61.0
50.0
24.0
34.0
51.0
17.0
59.0
47.0
55.0
79.0
104.0
78.0
107.0
138.0
80.0
75.0
65.0
21.0
35.0
30.0
42.0
81.0
112.0
43.0
27.0
32.0
54.0
60.0
59.0
9.0
25.0
27.0
66.0
38.0
24.0
50.0
37.0
98.0
126.0
81.0
60.0
120.0
43.0
65.0
28.0
23.0
49.0
100.0
125.0
18.0
19.0
41.0
72.0
88.0
55.0
189.0
186.0
124.0
202.0
165.0
105.0
24.0
27.0
26.0
12.0
16.0
26.0
49.0
86.0
132.0
141.0
81.0
66.0
26.0
11.0
25.0
61.0
64.0
94.0
106.0
121.0
125.0
119.0
193.0
148.0
124.0
110.0
31.0
24.0
31.0
61.0
81.0
32.0
23.0
24.0
25.0
29.0
33.0
54.0
52.0
57.0
85.0
103.0
126.0
106.0
16.0
16.0
24.0
47.0
77.0
73.0
128.0
64.0
94.0
19.0
14.0
40.0
86.0
137.0
150.0
13.0
35.0
63.0
82.0
72.0
67.0
41.0
17.0
38.0
50.0
62.0
76.0
121.0
101.0
93.0
47.0
33.0
104.0
122.0
30.0
56.0
51.0
23.0
66.0
54.0
89.0
75.0
29.0
25.0
139.0
258.0
331.0
300.0
190.0
6.0
11.0
43.0
43.0
33.0
93.0
152.0
238.0
203.0
33.0
71.0
116.0
212.0
291.0
58.0
24.0
61.0
104.0
155.0
152.0
57.0
7.0
24.0
94.0
91.0
9.0
41.0
67.0
57.0
67.0
33.0
5.0
22.0
33.0
93.0
74.0
21.0
55.0
217.0
291.0
176.0
31.0
117.0
75.0
138.0
228.0
72.0
80.0
218.0
88.0
9.0
11.0
7.0
7.0
24.0
58.0
49.0
55.0
216.0
127.0
19.0
11.0
38.0
79.0
63.0
6.0
66.0
142.0
31.0
8.0
15.0
69.0
73.0
12.0
27.0
117.0
185.0
120.0
96.0
24.0
5.0
41.0
48.0
148.0
173.0
106.0
34.0
61.0
124.0
73.0
146.0
37.0
116.0
155.0
213.0
328.0
111.0
59.0
68.0
42.0
84.0
19.0
97.0
206.0
95.0
134.0
102.0
16.0
36.0
62.0
11.0
29.0
76.0
139.0
117.0
10.0
27.0
65.0
13.0
23.0
108.0
122.0
41.0
31.0
120.0
236.0
284.0
121.0
21.0
45.0
217.0
138.0
152.0
41.0
55.0
153.0
74.0
12.0
23.0
123.0
44.0
53.0
7.0
24.0
110.0
195.0
231.0
128.0
7.0
29.0
36.0
61.0
63.0
96.0
102.0
207.0
182.0
46.0
80.0
43.0
18.0
19.0
34.0
76.0
122.0
105.0
105.0
63.0
74.0
148.0
151.0
58.0
35.0
28.0
62.0
53.0
20.0
22.0
97.0
161.0
150.0
141.0
11.0
26.0
54.0
108.0
25.0
67.0
137.0
59.0
66.0
62.0
43.0
54.0
51.0
71.0
98.0
81.0
43.0
114.0
114.0
125.0
45.0
41.0
22.0
43.0
19.0
41.0
52.0
39.0
34.0
24.0
19.0
56.0
19.0
22.0
46.0
126.0
55.0
11.0
15.0
33.0
52.0
94.0
114.0
101.0
87.0
91.0
116.0
61.0
54.0
54.0
87.0
29.0
32.0
50.0
48.0
25.0
13.0
18.0
48.0
72.0
20.0
7.0
11.0
19.0
84.0
104.0
41.0
19.0
14.0
22.0
41.0
89.0
181.0
121.0
124.0
105.0
88.0
147.0
118.0
14.0
18.0
8.0
23.0
32.0
62.0
68.0
67.0
126.0
72.0
49.0
102.0
107.0
49.0
35.0
34.0
36.0
33.0
48.0
64.0
83.0
140.0
60.0
38.0
46.0
84.0
101.0
77.0
47.0
80.0
42.0
24.0
65.0
69.0
64.0
17.0
62.0
53.0
92.0
36.0
52.0
40.0
91.0
76.0
119.0
58.0
22.0
33.0
78.0
50.0
49.0
33.0
12.0
14.0
23.0
12.0
13.0
10.0
9.0
15.0
26.0
26.0
25.0
9.0
8.0
13.0
44.0
16.0
16.0
23.0
49.0
35.0
7.0
7.0
7.0
17.0
62.0
102.0
124.0
146.0
76.0
15.0
84.0
98.0
137.0
29.0
97.0
19.0
30.0
46.0
44.0
43.0
28.0
13.0
27.0
25.0
103.0
212.0
281.0
265.0
9.0
14.0
7.0
9.0
14.0
30.0
93.0
103.0
191.0
291.0
53.0
51.0
75.0
49.0
29.0
51.0
55.0
35.0
30.0
13.0
6.0
6.0
20.0
38.0
68.0
75.0
141.0
199.0
121.0
20.0
19.0
56.0
121.0
125.0
99.0
147.0
205.0
258.0
192.0
57.0
64.0
64.0
74.0
72.0
41.0
49.0
29.0
41.0
50.0
33.0
183.0
252.0
240.0
339.0
476.0
18.0
9.0
21.0
52.0
135.0
182.0
244.0
246.0
109.0
39.0
113.0
160.0
109.0
6.0
6.0
47.0
48.0
122.0
208.0
229.0
308.0
254.0
117.0
463.0
290.0
47.0
107.0
263.0
88.0
58.0
167.0
253.0
256.0
42.0
29.0
25.0
11.0
29.0
69.0
49.0
10.0
12.0
23.0
65.0
93.0
126.0
41.0
9.0
56.0
112.0
132.0
17.0
8.0
11.0
26.0
30.0
91.0
119.0
65.0
48.0
16.0
12.0
26.0
34.0
12.0
9.0
27.0
40.0
190.0
40.0
92.0
156.0
147.0
9.0
6.0
6.0
7.0
41.0
14.0
14.0
14.0
75.0
71.0
10.0
25.0
24.0
34.0
20.0
29.0
32.0
114.0
159.0
271.0
326.0
59.0
69.0
32.0
9.0
9.0
10.0
21.0
106.0
29.0
73.0
135.0
244.0
287.0
181.0
61.0
62.0
119.0
107.0
16.0
11.0
15.0
11.0
14.0
69.0
17.0
26.0
150.0
39.0
7.0
17.0
70.0
112.0
136.0
86.0
21.0
72.0
52.0
39.0
76.0
118.0
30.0
55.0
32.0
14.0
17.0
70.0
66.0
96.0
33.0
21.0
84.0
90.0
76.0
88.0
83.0
119.0
159.0
192.0
50.0
24.0
28.0
54.0
64.0
20.0
59.0
34.0
39.0
145.0
37.0
31.0
37.0
33.0
22.0
54.0
58.0
83.0
87.0
67.0
45.0
78.0
19.0
13.0
21.0
46.0
47.0
31.0
79.0
49.0
34.0
51.0
79.0
87.0
73.0
84.0
57.0
122.0
100.0
51.0
9.0
67.0
44.0
34.0
17.0
24.0
22.0
38.0
57.0
88.0
84.0
54.0
76.0
13.0
16.0
39.0
58.0
69.0
110.0
60.0
12.0
43.0
77.0
130.0
92.0
74.0
109.0
91.0
80.0
92.0
87.0
31.0
18.0
34.0
34.0
35.0
75.0
106.0
93.0
35.0
23.0
75.0
120.0
63.0
42.0
17.0
46.0
47.0
123.0
132.0
53.0
66.0
49.0
53.0
99.0
64.0
99.0
18.0
30.0
44.0
82.0
85.0
59.0
21.0
18.0
20.0
22.0
59.0
74.0
17.0
52.0
51.0
51.0
69.0
79.0
19.0
9.0
14.0
10.0
17.0
28.0
16.0
7.0
11.0
18.0
80.0
27.0
17.0
41.0
20.0
17.0
15.0
32.0
31.0
86.0
101.0
69.0
133.0
41.0
22.0
10.0
18.0
63.0
99.0
121.0
111.0
162.0
58.0
24.0
13.0
51.0
97.0
165.0
183.0
120.0
33.0
55.0
72.0
39.0
11.0
31.0
87.0
116.0
77.0
150.0
241.0
190.0
119.0
59.0
117.0
225.0
94.0
42.0
14.0
26.0
60.0
96.0
43.0
30.0
10.0
23.0
43.0
8.0
40.0
99.0
182.0
242.0
179.0
71.0
39.0
34.0
148.0
130.0
77.0
74.0
93.0
42.0
62.0
97.0
114.0
188.0
123.0
52.0
9.0
7.0
17.0
67.0
153.0
254.0
56.0
58.0
96.0
89.0
27.0
92.0
191.0
246.0
49.0
75.0
120.0
91.0
21.0
46.0
159.0
219.0
56.0
24.0
25.0
101.0
184.0
219.0
214.0
365.0
393.0
93.0
31.0
117.0
145.0
45.0
35.0
57.0
54.0
201.0
280.0
430.0
161.0
290.0
344.0
224.0
194.0
165.0
36.0
32.0
23.0
56.0
39.0
7.0
18.0
51.0
92.0
132.0
37.0
45.0
21.0
25.0
23.0
32.0
85.0
171.0
159.0
60.0
337.0
39.0
24.0
75.0
30.0
80.0
154.0
247.0
12.0
12.0
75.0
32.0
6.0
6.0
42.0
104.0
79.0
176.0
232.0
107.0
20.0
83.0
97.0
10.0
60.0
76.0
16.0
25.0
10.0
27.0
64.0
14.0
7.0
36.0
82.0
83.0
14.0
16.0
6.0
9.0
11.0
30.0
45.0
6.0
9.0
17.0
61.0
112.0
120.0
140.0
221.0
142.0
85.0
131.0
124.0
59.0
34.0
11.0
15.0
56.0
110.0
88.0
18.0
28.0
66.0
122.0
134.0
61.0
95.0
76.0
76.0
63.0
64.0
27.0
25.0
52.0
58.0
34.0
90.0
125.0
22.0
41.0
37.0
16.0
41.0
22.0
22.0
33.0
11.0
13.0
14.0
21.0
38.0
48.0
40.0
57.0
72.0
336.0
185.0
31.0
26.0
52.0
45.0
37.0
28.0
42.0
18.0
11.0
20.0
40.0
58.0
79.0
83.0
54.0
54.0
56.0
42.0
17.0
16.0
20.0
43.0
65.0
87.0
28.0
39.0
65.0
22.0
22.0
28.0
45.0
63.0
35.0
45.0
23.0
28.0
20.0
31.0
33.0
39.0
36.0
37.0
57.0
79.0
71.0
35.0
31.0
49.0
31.0
18.0
19.0
25.0
22.0
69.0
94.0
59.0
71.0
89.0
93.0
59.0
48.0
82.0
69.0
31.0
36.0
73.0
24.0
43.0
73.0
65.0
32.0
34.0
63.0
53.0
62.0
73.0
96.0
22.0
21.0
41.0
40.0
31.0
21.0
38.0
26.0
31.0
36.0
75.0
67.0
33.0
19.0
20.0
25.0
16.0
9.0
27.0
21.0
62.0
89.0
29.0
39.0
26.0
52.0
56.0
21.0
51.0
41.0
59.0
68.0
77.0
10.0
13.0
8.0
13.0
16.0
18.0
14.0
50.0
79.0
134.0
109.0
55.0
87.0
39.0
14.0
42.0
106.0
78.0
90.0
19.0
19.0
70.0
86.0
