0,1,2,3,4,5,6,7,8,9,10,11,12,13
-0.3731953501701355,23.957929611206055,-44.6224250793457,-25.8648738861084,56.978675842285156,-156.12127685546875,94.38314819335938,-17.260578155517578,36.37176513671875,-29.68290901184082,10.985698699951172,6.030251370248152e-06,8.329036712646484,48.83566461975397
1.2836298942565918,24.32517433166504,-46.06527328491211,-32.79865264892578,66.4387435913086,-156.93960571289062,94.2506332397461,-17.352174758911133,36.43272018432617,-29.727619171142578,10.986581802368164,-5.033165962231578e-06,8.329757690429688,48.83608987584785
-1.3181021213531494,23.942975997924805,-44.99938201904297,-38.898529052734375,74.51093292236328,-157.3518829345703,94.09769439697266,-17.4429988861084,36.49365997314453,-29.772136688232422,10.987447738647461,3.2997190828609746e-06,8.33047103881836,48.8365128421724
0.4774406850337982,19.762357711791992,-41.14322280883789,-44.11289978027344,81.15900421142578,-157.3451385498047,93.9242935180664,-17.5330867767334,36.55461120605469,-29.816455841064453,10.98830509185791,-1.7774726757124881e-06,8.331188201904297,48.836937923493565
1.1370843648910522,12.71124267578125,-34.850799560546875,-48.373226165771484,86.34400177001953,-156.9062957763672,93.7303237915039,-17.622400283813477,36.61557388305664,-29.860591888427734,10.989145278930664,8.304454013341456e-07,8.331912994384766,48.83736110135544
1.7855786085128784,3.894791841506958,-26.6446475982666,-51.61093521118164,90.02698516845703,-156.02235412597656,93.5157470703125,-17.710905075073242,36.67655563354492,-29.90455436706543,10.989992141723633,-3.442766001171549e-07,8.332633972167969,48.83777927017229
-0.8945199847221375,-5.723003387451172,-17.047372817993164,-53.757484436035156,92.16919708251953,-154.68045043945312,93.28068542480469,-17.798646926879883,36.73754119873047,-29.94832992553711,10.990821838378906,5.730150292038161e-07,8.333358764648438,48.838203035974686
-2.294560194015503,-14.674141883850098,-6.594829559326172,-54.74423599243164,92.73155212402344,-152.86761474609375,93.02510070800781,-17.88558578491211,36.798545837402344,-29.991912841796875,10.991641998291016,-1.7118910591307213e-06,8.334087371826172,48.83862165932453
-1.4121371507644653,-21.24736213684082,4.123300075531006,-54.50472640991211,91.67950439453125,-150.57310485839844,92.74897766113281,-17.9716796875,36.85955810546875,-30.035303115844727,10.992449760437012,3.168244120388408e-06,8.33481216430664,48.83904199872518
2.8544018268585205,-23.56566047668457,14.585740089416504,-52.99983596801758,89.01825714111328,-147.7986602783203,92.45240783691406,-18.056995391845703,36.92060470581055,-30.07851219177246,10.993244171142578,-5.694795959243493e-07,8.33554458618164,48.83946451868309
-0.7691562175750732,-20.279050827026367,24.507389068603516,-50.253936767578125,84.83363342285156,-144.5631103515625,92.1353759765625,-18.141464233398438,36.98164749145508,-30.12152862548828,10.994049072265625,-4.7371049731737e-06,8.33626937866211,48.83988734933337
-3.593783140182495,-10.63561725616455,33.321346282958984,-46.33601379394531,79.25978088378906,-140.8890838623047,91.79796600341797,-18.225101470947266,37.042728424072266,-30.164356231689453,10.994828224182129,4.732515208161203e-06,8.336997985839844,48.8403032184583
-3.598428726196289,4.042080879211426,40.36979675292969,-41.33917236328125,72.4549560546875,-136.79898071289062,91.44007873535156,-18.307891845703125,37.10383605957031,-30.206993103027344,10.995595932006836,2.563140924394247e-06,8.33773422241211,48.84072142825312
3.781177520751953,17.388269424438477,44.99506378173828,-35.361087799072266,64.5819091796875,-132.31552124023438,91.06185913085938,-18.38981819152832,37.164947509765625,-30.249439239501953,10.99636459350586,1.8123776612810616e-07,8.33847427368164,48.84113675113528
-3.9178073406219482,22.31422996520996,46.53921890258789,-28.49909019470215,55.80326843261719,-127.46110534667969,90.6632080078125,-18.47087287902832,37.22610092163086,-30.291698455810547,10.99711799621582,-3.6802998693019617e-06,8.339214324951172,48.841555222581974
-0.8523383140563965,19.738611221313477,44.551265716552734,-20.870952606201172,46.281951904296875,-122.25838470458984,90.24424743652344,-18.551042556762695,37.28728485107422,-30.333757400512695,10.99785327911377,-1.8719794070420903e-07,8.339954376220703,48.841971107760685
4.0378570556640625,14.948725700378418,39.40637969970703,-12.674630165100098,36.18239212036133,-116.72985076904297,89.80494689941406,-18.630353927612305,37.34849548339844,-30.37563705444336,10.998587608337402,3.4958843571075704e-06,8.340694427490234,48.8423894255634
-4.016838550567627,10.874950408935547,31.681917190551758,-4.1233344078063965,25.668832778930664,-110.89813995361328,89.34535217285156,-18.708715438842773,37.40973663330078,-30.417316436767578,10.999316215515137,-2.366684611843084e-06,8.341438293457031,48.84280346073979
3.9403953552246094,0.5545771718025208,21.9544620513916,4.5700364112854,14.906012535095215,-104.78573608398438,88.86548614501953,-18.78619956970215,37.47099685668945,-30.458789825439453,11.000024795532227,-3.761194420803804e-06,8.342182159423828,48.84321988239117
-3.8107995986938477,-13.297953605651855,10.800301551818848,13.193357467651367,4.058191776275635,-98.41521453857422,88.36538696289062,-18.8627872467041,37.53231430053711,-30.500093460083008,11.000731468200684,3.800558715738589e-06,8.34292984008789,48.84363128168616
2.74452805519104,-20.036834716796875,-1.204018235206604,21.532978057861328,-6.709089756011963,-91.80909729003906,87.84500122070312,-18.93841552734375,37.59364700317383,-30.54118537902832,11.001432418823242,-3.644366643129615e-06,8.343677520751953,48.84404821052112
3.4219303131103516,-18.78921127319336,-13.426399230957031,29.376483917236328,-17.231414794921875,-84.989990234375,87.3044204711914,-19.013093948364258,37.65503692626953,-30.58209800720215,11.002113342285156,3.28261626236781e-06,8.344429016113281,48.84445815842378
-1.5945537090301514,-12.048197746276855,-24.987266540527344,36.52967071533203,-27.362539291381836,-77.98039245605469,86.74365234375,-19.086864471435547,37.71644973754883,-30.622800827026367,11.002788543701172,1.4615271766160731e-06,8.34518051147461,48.84487172839897
-2.930133581161499,-2.9207217693328857,-34.91726303100586,42.813690185546875,-36.9716682434082,-70.80290222167969,86.16271209716797,-19.159648895263672,37.77790832519531,-30.663312911987305,11.00345516204834,-2.279121872561518e-06,8.345935821533203,48.84528340323686
-1.2905150651931763,6.297650337219238,-42.47785568237305,48.06322479248047,-45.941551208496094,-63.48004913330078,85.56163024902344,-19.231483459472656,37.839420318603516,-30.703636169433594,11.004112243652344,1.8486465478417813e-06,8.346687316894531,48.84569567351684
2.426605224609375,13.554797172546387,-46.982139587402344,52.12941360473633,-54.17121887207031,-56.034393310546875,84.94041442871094,-19.302339553833008,37.900978088378906,-30.74376678466797,11.00476360321045,-1.5475333157155546e-06,8.347442626953125,48.84611284514074
1.385319709777832,16.983572006225586,-47.75639343261719,54.89883804321289,-61.578773498535156,-48.488468170166016,84.29910278320312,-19.372201919555664,37.96257400512695,-30.783693313598633,11.005402565002441,-8.790233323452412e-07,8.348201751708984,48.846520349238176
-0.6044842600822449,15.785804748535156,-44.41581344604492,56.35540008544922,-68.10568237304688,-40.86456298828125,83.63768005371094,-19.441062927246094,38.02421569824219,-30.82341957092285,11.00603199005127,1.26455142890336e-06,8.34896469116211,48.84692703392193
-1.836169958114624,10.625975608825684,-37.48400115966797,56.56106948852539,-73.72355651855469,-33.18395233154297,82.95620727539062,-19.508913040161133,38.085914611816406,-30.862953186035156,11.006649017333984,8.638291433271661e-07,8.349723815917969,48.847337574204914
-0.26704248785972595,2.797353982925415,-27.707124710083008,55.617061614990234,-78.43575286865234,-25.467636108398438,82.25470733642578,-19.575773239135742,38.14766311645508,-30.902284622192383,11.00725269317627,-1.2158191111666383e-06,8.350494384765625,48.847746246937504
1.6551952362060547,-5.146622180938721,-15.851399421691895,53.63594436645508,-82.257080078125,-17.73628044128418,81.53321075439453,-19.64161491394043,38.20946502685547,-30.941421508789062,11.007854461669922,1.2391888049023692e-06,8.35125732421875,48.848154259315834
