pm25_truth_1h,pm25_predict_1h,predicted
87.63636364,82.73781,84.63999569
100,87.37451,94.2727879
98,103.2806,97.0713828
92,98.31548,93.09567384
96.81818182,86.74144,90.749467
96.63636364,95.195564,94.7962145
95.27272727,95.718376,98.18262077
101.7272727,93.24987,98.882944
100.0909091,102.05795,101.2994258
103.8181818,99.25113,104.2076948
106.1818182,103.25501,105.2331707
121.7272727,105.818596,113.1206105
131.9090909,124.874405,130.3198838
139.5454545,135.33818,138.9399311
148.8181818,140.87543,141.4616438
156,149.3907,143.7380626
164.3636364,155.88045,151.3119555
172.6666667,164.13771,160.1746795
173.6666667,172.4484,163.450423
163.1,171.10965,156.2529373
138.2727273,155.77519,138.2939138
117.7272727,125.09296,109.2882701
91.63636364,103.16679,94.71382215
83.36363636,77.853226,79.14298107
77,76.67074,77.37235168
84.54545455,74.67392,80.03888834
91.72727273,86.53379,84.02787779
127.5454545,95.74965,111.6299645
114.3636364,138.59398,126.7042136
119.3636364,114.77256,120.9702738
99.27272727,115.97283,87.3827348
80.09090909,87.63914,76.6199588
52.45454545,67.69268,63.3865761
141,37.08202,91.6876713
171.0909091,161.35124,157.6459586
172.0909091,194.67474,189.7057338
172.5454545,175.46198,177.8334694
176.2727273,165.81657,170.8941469
173.8181818,170.30678,172.3127431
194.9090909,168.30667,192.8498855
214.9090909,196.64319,209.9975731
149.3636364,220.50397,183.3489716
120.7272727,125.00161,122.3708492
78,92.06454,73.15488533
55.90909091,54.79577,66.6988791
57.36363636,42.799545,66.52075858
52,58.026913,46.9828171
35.45454545,53.789715,34.55241252
34,31.19689,37.34150593
35.27272727,31.344538,37.8047273
42.27272727,34.864594,39.0296108
46.18181818,44.919693,42.8666559
52.27272727,48.03376,43.0576912
56.09090909,53.079323,48.26866
51.45454545,56.221275,57.5454695
69.72727273,48.668713,70.9870805
86.27272727,72.30364,76.48589261
53.09090909,93.741066,70.42354691
51.54545455,40.04487,53.5736899
59,43.461277,48.0160344
46.27272727,58.863274,53.04459526
58.90909091,43.912746,60.361286
62.18181818,59.811222,53.5766008
55.8,63.68742,49.83495785
50.9,52.459488,50.597202
49.1,46.80237,49.2892678
47.90909091,46.816944,50.633883
58.36363636,46.981915,53.61256976
60.36363636,60.071182,53.2054244
54,61.359894,54.0959095
48.45454545,50.18383,51.2761827
48,44.487923,48.15999657
54.72727273,46.34971,47.04518368
58,55.35555,54.2522067
62.81818182,58.927757,68.503266
73.72727273,63.43099,77.8859997
90.09090909,76.93701,79.57853632
94.45454545,96.0971,83.6575044
99,97.43543,89.08920331
100.7272727,99.29102,92.836227
95.54545455,99.55837,104.7761821
138.1818182,91.18257,117.4054372
97.54545455,147.44705,118.6957669
98.54545455,86.68655,108.7122998
120.4545455,88.08316,109.6199944
118.9090909,123.9422,113.2016174
99.8,121.07342,114.1435408
113.4,89.934296,119.6465872
123.6,111.88083,123.9092662
131.6,126.8691,132.9019717
135,134.19128,127.1315415
136.4,134.88046,124.7698293
130.6,134.31075,121.4702345
123.9,125.97703,122.5371327
128.8,118.18505,121.7535354
130.1818182,126.77898,124.4851999
137.1818182,129.51031,130.5685796
142.7272727,137.63797,136.338985
154.6363636,143.15576,146.305589
169.5454545,156.3105,159.708434
172.5454545,172.63371,170.3074817
174.5454545,172.02945,168.5604504
171.3636364,171.17836,164.7469258
169.6363636,166.05164,165.6217635
167.8181818,164.40425,165.9407196
165.7272727,163.29285,163.7840742
166,161.5523,159.953065
163.2727273,162.67534,157.0046255
161,159.49016,158.1101747
162.4545455,156.88971,163.3668036
171.4545455,159.52248,171.6370488
188.3636364,171.45158,181.3206438
197.4545455,191.83208,189.0289752
197.8181818,199.22879,197.3661459
208.0909091,194.66103,205.9815587
217.0909091,205.92653,211.2421203
214.3636364,216.24861,210.8934448
205.5454545,209.75256,205.5503815
207.7272727,196.88794,203.6934743
212.8181818,201.83055,206.5176381
215.5454545,210.37984,212.6426354
222.4545455,213.16408,218.244842
229.3636364,220.59355,223.9620456
243,227.74863,233.5775702
247.8181818,243.23032,241.3677107
246.2727273,245.83795,243.663169
246.3636364,240.28635,242.4186103
247.3636364,239.65541,237.8617904
240.6363636,241.66042,235.1598436
236.0909091,233.04909,232.7577001
225.9090909,228.19347,221.2449831
212.8181818,216.90388,206.987654
193,202.54333,194.9729579
212.3636364,180.75462,189.7186843
216.2727273,211.96774,208.4247029
212.5454545,217.8678,217.0217614
184.4545455,208.63306,186.5156205
159.9090909,170.31424,161.7855122
149.4545455,143.52638,147.9199547
145.9090909,139.50911,138.6881661
128.2727273,142.08891,131.3240049
116.5454545,122.14336,122.5725261
121.4545455,109.36973,113.9817292
97.90909091,120.08913,103.2614988
75.45454545,88.7116,86.52099614
57.45454545,62.05288,68.5268179
45.45454545,45.33217,55.4246886
41.36363636,38.869316,48.1221905
42,38.539978,42.03156517
40.72727273,42.98239,44.7915594
45.09090909,41.102024,48.48000651
44.09090909,46.49636,46.7753152
40.72727273,44.59429,45.24263829
44.72727273,38.43996,48.25600665
43.63636364,45.150074,49.5942677
44.09090909,43.801895,46.58717666
37.63636364,44.041416,44.09788698
39.54545455,34.222626,42.71025343
44.45454545,37.78874,44.8939546
43,45.89632,48.67408859
48.09090909,43.416485,50.64176178
50.55555556,48.329647,50.15910473
51.9,50.31834,48.64388925
43.33333333,50.95186,47.31774948
41.88888889,39.589123,45.66263469
40.55555556,38.781345,42.85302694
43.3,38.858074,38.76898756
31.1,44.150326,35.2406817
34.7,28.73115,32.80100476
35.8,33.12446,29.43775284
32.4,35.663322,27.14701912
28,31.843952,25.53933812
22.54545455,26.695717,26.31924558
32.09090909,21.73854,25.96627108
22.3,32.60656,26.63509233
23.2,22.50689,27.18323453
30,22.206865,26.7467023
24.09090909,30.216438,27.97831306
28.36363636,23.887463,30.57731185
34.54545455,27.194366,33.40907351
39.45454545,35.89887,35.43043322
35.09090909,41.931343,36.46035116
35.54545455,33.406242,33.98472774
29.27272727,33.645447,30.71536645
27.7,27.74995,30.24130016
30.09090909,26.196682,29.94648646
29.27272727,29.707512,31.75897685
34.6,28.985355,34.9889355
32.6,35.35749,37.77101771
40.9,32.477287,40.44956496
45.2,42.830284,48.21609453
55.1,46.97951,55.5794402
56.66666667,56.768784,60.2229683
55.7,56.583717,61.98033284
58.3,53.054222,60.991702
60.2,56.549744,60.57811055
61.2,59.131237,64.5547962
70,59.98421,72.54178798
76.81818182,70.76394,78.27086913
85.72727273,79.54527,82.66017517
82.09090909,88.806244,87.36065228
93.27272727,79.991394,90.4669414
97.27272727,94.544716,92.0160423
93.27272727,98.68173,92.6039975
86.18181818,90.526024,92.5125939
86.27272727,79.766655,93.1763419
91,82.204346,95.8904418
102.1818182,91.13786,99.7196347
101.7272727,105.40379,99.93025115
97.45454545,102.403465,100.127452
94.81818182,93.8761,101.296743
98.54545455,90.47746,102.3897592
107,97.544655,103.5744794
105.4545455,108.80959,106.8453701
110,105.17922,113.6422245
116,109.43095,111.808218
114.1818182,116.43036,111.1291123
116.8,112.68522,115.3240125
120.7,115.15572,124.426774
134.8181818,120.04004,137.7885973
