pm25imf_truth,pm25imf_predict
-7.570567607879639,-4.753227
-9.019743919372559,-8.273415
-2.6352527141571045,-5.557045
5.452744007110596,3.144226
10.962326049804688,7.5766373
12.607433319091797,8.2404175
11.375194549560533,6.9116364
8.221761703491211,5.610466
3.707937240600586,2.712677
-1.675438642501831,-2.5155106
-7.437575817108154,-6.3234177
-12.939922332763672,-9.219864
-16.934202194213867,-12.400749
-18.289552688598633,-13.908134
-17.050617218017578,-13.258087
-12.752172470092773,-11.1054
-4.089415550231934,-5.3840714
8.82082366943358,7.355774
19.506013870239258,16.92633
19.904922485351562,19.675316
5.731604099273682,11.914169
-12.226722717285156,-8.813019
-19.519821166992195,-18.552017
-7.330702781677246,-16.122734
10.663765907287583,4.3874664
18.272035598754883,17.474258
12.607260704040527,13.3426895
-3.6048977375030518,-1.0723343
-16.247575759887695,-11.964867
-13.091841697692871,-15.81041
-2.8889760971069336,-5.087921
3.622603416442871,5.0461884
6.730354785919175,5.2809753
9.009684562683105,4.8550186
10.71700668334961,6.6968765
9.552022933959961,7.7327576
4.772111415863037,4.9612274
0.05808805674314499,-2.5463257
-1.6148027181625366,-4.8596573
-1.6986310482025146,-2.4039993
-2.7390429973602295,-0.36024475
-4.174720287322998,-1.9382172
0.36115631461143494,-3.5528793
2.75713849067688,3.149269
-2.1772313117980957,3.2005615
-1.0269254446029663,-4.195999
1.3240504264831543,-0.18817139
-1.0652964115142964,2.5370255
0.9201470613479614,-1.4017258
0.6615828275680684,1.0098114
-0.9225431680679321,0.40327454
-0.28242117166519165,-1.0525131
1.1971052885055542,0.21583557
-1.3903565406799459,1.4463425
-0.3937612771987915,-1.7580261
1.8157858848571777,0.17825317
0.4087499976158142,2.177185
-2.2339720726013184,-0.54280853
-0.10182236135005951,-2.7114944
2.6057429313659526,1.2363052
0.805064260959611,2.8348007
-2.281700611114502,-0.77503204
-3.0641305446624756,-3.2612686
0.45693081617355347,-1.1940308
3.320814609527588,2.5540924
2.6923909187316895,2.8072205
0.5052310824394226,0.14974213
-2.182111978530884,-1.2931061
-3.8972671031951904,-2.117241
-3.9198265075683594,-2.2268906
-2.4389193058013916,-1.148262
1.2014299631118774,0.38282776
3.602686643600464,2.8952408
4.4955544471740865,3.1383896
3.438704490661621,2.1110382
-1.6874929666519023,0.010795593
-5.048719882965088,-4.1825027
-3.9776177406311035,-4.9231186
-0.13872838020324707,-0.2509079
2.5615339279174805,2.4673538
4.595377445220947,2.5881805
6.2241315841674805,2.7149963
5.1720051765441895,3.4789276
2.2667548656463623,1.1066971
-0.6144552230835103,-1.3902969
-3.598440170288086,-2.5308914
-6.246821403503418,-3.9606628
-7.9531073570251465,-5.6309204
-8.265434265136719,-6.2958984
-6.628602981567383,-5.564186
-2.4964952468872212,-2.9050903
3.9432241916656494,2.7470703
9.538739204406752,7.341507
4.550476551055908,8.83313
-5.552027225494385,-1.7779922
-10.506932258605957,-9.674828
-3.8059921264648438,-8.537888
4.253188133239746,2.8384323
9.104262351989732,6.710602
10.145007133483887,5.8677673
11.16127777099608,4.4368362
12.430035591125488,6.8263016
7.607402801513672,9.083099
-4.69833517074585,0.5241928
-12.759748458862305,-12.517136
-13.679129600524902,-13.826378
-10.309382438659668,-9.329147
-2.4495491981506348,-3.954483
4.062778949737549,4.471901
10.001848220825181,7.6524353
14.596122741699205,10.185509
