pm25imf_truth,pm25imf_predict
28.995676040649414,29.506355
25.870742797851562,25.337845
20.53309631347655,20.246628
13.587611198425293,14.046219
5.639130115509033,5.920639
-2.788686513900757,-3.1735458
-11.438467979431152,-10.756004
-19.90302276611329,-17.42706
-27.721519470214844,-26.17973
-34.433334350585945,-32.19268
-39.55883026123047,-36.672623
-42.52935409545897,-39.887054
-42.6086311340332,-41.279823
-38.93848419189453,-40.06289
-31.27884292602539,-35.27611
-20.501155853271484,-26.072834
-7.728562831878662,-12.05698
5.915773391723633,4.1670685
19.308637619018555,16.489616
31.326793670654297,29.537498
40.84714126586914,40.503822
46.74641036987305,47.11223
47.9166374206543,48.807213
43.69718551635742,44.756714
34.98535919189453,35.456352
23.0640926361084,23.679993
9.216526985168471,9.974869
-5.274284839630127,-5.478836
-19.125280380249023,-18.372154
-31.053543090820312,-30.8082
-39.89326858520508,-38.161682
-45.07926940917969,-43.14283
-46.75263595581055,-45.403374
-45.45731735229492,-45.00038
-41.766448974609375,-42.242805
-36.103607177734375,-37.509857
-28.79524803161621,-31.317333
-20.059024810791016,-21.964333
-10.016930580139167,-12.239368
0.807859480381012,0.46694183
11.622627258300781,9.469749
21.592676162719727,19.466095
29.84270477294922,28.55204
35.42594909667967,35.19732
37.92766571044922,37.931458
37.86428451538086,37.157204
35.950321197509766,34.48118
32.93385314941406,31.40789
29.6840763092041,28.18863
26.407104492187486,25.26979
23.116113662719727,22.370338
19.818260192871094,19.184883
16.39346694946289,15.837334
12.37709903717041,12.377113
7.820546627044678,7.734871
2.9476478099823,2.0821
-2.0143139362335205,-2.9548492
-6.828304290771477,-6.9958
-11.191290855407715,-10.726852
-14.743341445922852,-13.735207
-17.334625244140625,-16.12555
-18.88321876525879,-17.536835
-19.34205436706543,-18.120724
-18.76577377319336,-17.768997
-17.488414764404297,-16.60299
-15.56987190246582,-14.945911
-12.992695808410645,-12.727856
-9.76734638214112,-9.950542
-5.936708927154541,-5.8853607
-1.592929720878601,-1.6039963
3.033782243728652,2.593483
